transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_amount,transaction_month,transaction_year,high_value_transaction
T73932,2023-11-02,C1234,Headphones,8.0,525.38,PayPal,Completed,4203.03,11,2023,Yes
T73933,2021-03-02,C4928,Laptop,746.0,525.38,PayPal,Completed,391932.93,3,2021,Yes
T73934,2023-01-13,C1808,Smartphone,8.0,525.38,Credit Card,Completed,4203.03,1,2023,Yes
T73935,2023-01-13,C742,Coffee Machine,7.0,525.38,PayPal,Failed,3677.65,1,2023,Yes
T73936,2022-09-07,C477,Coffee Machine,306.0,996.33,Credit Card,Completed,304877.94,9,2022,Yes
T73937,2023-01-13,C2587,Laptop,1.0,666.58,PayPal,Failed,666.58,1,2023,No
T73938,2023-01-13,C4423,Smartphone,215.0,716.31,PayPal,Completed,154007.67,1,2023,Yes
T73939,2023-01-13,C4781,Tablet,771.0,840.89,Cash,Completed,648326.66,1,2023,Yes
T73940,2023-01-13,C4045,Laptop,990.0,996.96,Credit Card,Completed,986994.73,1,2023,Yes
T73941,2023-01-13,C3747,Tablet,6.0,432.56,Credit Card,Completed,2595.39,1,2023,Yes
T73942,2023-01-13,C4917,Coffee Machine,3.0,525.38,PayPal,Unknown,1576.14,1,2023,Yes
,2023-01-13,C4740,Smart,716.0,367.76,Credit Card,Completed,263316.36,1,2023,Yes
T73944,2023-01-13,C3691,Tablet,348.0,525.38,PayPal,Completed,182831.99,1,2023,Yes
T73945,2024-12-04,C1324,Laptop,2.0,525.38,Credit Card,Completed,1050.76,12,2024,Yes
T73946,2023-01-13,Unknown,Laptop,8.0,975.04,Credit Card,Failed,7800.28,1,2023,Yes
T73947,2023-01-13,C2963,Smartphone,3.0,661.57,Cash,Completed,1984.7,1,2023,Yes
T73948,2023-01-13,C942,Coffee Machine,713.0,279.61,PayPal,Failed,199360.96,1,2023,Yes
T73949,2023-01-13,C549,Coffee Machine,962.0,669.44,Credit Card,Completed,644000.01,1,2023,Yes
T73950,2023-01-13,C4915,Headphones,582.0,230.34,Credit Card,Completed,134059.69,1,2023,Yes
T73951,2024-07-02,C4812,Smartphone,6.0,931.65,PayPal,Completed,5589.87,7,2024,Yes
T73952,2023-01-13,C435,Headphones,10.0,525.38,Cash,Completed,5253.79,1,2023,Yes
T73953,2023-01-13,C3933,Coffee Machine,6.0,645.19,PayPal,Unknown,3871.16,1,2023,Yes
T73954,2023-01-13,C3723,Tablet,470.0,580.94,PayPal,Pending,273043.06,1,2023,Yes
T73955,2023-01-13,C2096,Headphones,175.0,525.38,Credit Card,Completed,91941.37,1,2023,Yes
T73956,2023-01-13,C1560,Laptop,2.0,373.28,PayPal,Completed,746.56,1,2023,No
T73957,2023-01-13,C659,Tablet,10.0,525.38,PayPal,Pending,5253.79,1,2023,Yes
T73958,2023-01-13,C2548,Coffee Machine,163.0,682.53,PayPal,Failed,111252.39,1,2023,Yes
T73959,2023-01-13,C931,Coffee Machin,9.0,525.38,Credit Card,Completed,4728.41,1,2023,Yes
T73960,2023-01-13,C099,Headphones,3.0,525.38,Credit Card,Completed,1576.14,1,2023,Yes
T73961,2024-03-06,C204,Tablet,681.0,525.38,PayPal,Completed,357783.28,3,2024,Yes
T73962,2023-01-13,C688,Smartphone,956.0,525.38,Cash,Completed,502262.58,1,2023,Yes
,2023-01-13,C4436,Laptop,272.0,159.11,Credit Card,Unknown,43277.31,1,2023,Yes
T73964,2023-01-13,C1192,Smartphone,10.0,564.18,PayPal,Failed,5641.85,1,2023,Yes
T73965,2023-01-13,C3836,Headphones,688.0,375.16,PayPal,Completed,258108.71,1,2023,Yes
,2023-01-13,Unknown,Headphones,353.0,525.38,PayPal,Failed,185458.88,1,2023,Yes
T73967,2023-01-13,C3949,Headphones,2.0,525.38,Cash,Failed,1050.76,1,2023,Yes
T73968,2023-01-13,C355,Smartphone,110.0,525.38,Credit Card,Failed,57791.72,1,2023,Yes
T73969,2023-01-13,C3957,Coffee Machine,666.0,260.09,Credit Card,Unknown,173219.46,1,2023,Yes
T73970,2023-01-13,C3947,Tablet,509.0,192.49,PayPal,Completed,97977.99,1,2023,Yes
T73972,2023-01-13,C1762,Laptop,471.0,115.27,PayPal,Completed,54292.04,1,2023,Yes
T73973,2023-01-13,C3379,He,5.0,218.3,Cash,Completed,1091.52,1,2023,Yes
T73974,2023-01-13,C4041,Headphones,329.0,525.38,PayPal,Failed,172849.78,1,2023,Yes
T73975,2023-01-13,C1654,Tablet,8.0,154.64,Cash,Failed,1237.1,1,2023,Yes
T73976,2023-01-13,C3442,Laptop,346.0,525.38,Credit Card,Failed,181781.23,1,2023,Yes
T73977,2023-01-13,C856,Tablet,7.0,718.08,PayPal,Failed,5026.53,1,2023,Yes
T73978,2023-01-13,C1237,Headphones,2.0,383.76,PayPal,Failed,767.52,1,2023,No
T73979,2023-01-13,C4963,Headphones,294.0,525.38,Cash,Unknown,154461.51,1,2023,Yes
T73980,2023-01-13,C3407,Laptop,983.0,107.19,PayPal,Completed,105372.06,1,2023,Yes
T73981,2023-01-13,C457,Coffee Mach,9.0,520.9,PayPal,Failed,4688.13,1,2023,Yes
T73982,2023-01-13,C2193,Coffee Machine,8.0,525.38,Cash,Completed,4203.03,1,2023,Yes
T73983,2023-01-13,C4925,Laptop,531.0,525.38,Cash,Unknown,278976.39,1,2023,Yes
T73984,2023-01-13,C3920,Tablet,7.0,867.0,PayPal,Failed,6068.98,1,2023,Yes
T73985,2023-01-13,C4319,Laptop,9.0,525.38,PayPal,Unknown,4728.41,1,2023,Yes
T73986,2023-01-13,C1991,Coffee Machine,867.0,228.11,Credit Card,Completed,197771.37,1,2023,Yes
T73987,2023-01-13,C2702,Headphones,127.0,367.0,Credit Card,Unknown,46609.0,1,2023,Yes
T73988,2023-01-13,C3227,Headphones,9.0,876.69,Credit Card,Completed,7890.22,1,2023,Yes
T73989,2023-01-13,C1949,Coffee Machine,493.0,50.82,PayPal,Completed,25055.6,1,2023,Yes
T73990,2023-01-13,C1592,Laptop,3.0,182.55,Credit Card,Unknown,547.65,1,2023,No
T73991,2023-01-13,C282,Coffee Machine,9.0,167.05,Credit Card,Pending,1503.46,1,2023,Yes
T73992,2023-01-13,C4114,Smartphone,889.0,525.38,PayPal,Completed,467062.17,1,2023,Yes
T73993,2023-01-13,C267,Coffee Machine,858.0,141.97,PayPal,Completed,121811.57,1,2023,Yes
T73994,2020-01-07,C1602,Headphones,5.0,893.69,Credit Card,Unknown,4468.45,1,2020,Yes
,2023-01-13,C2073,Laptop,10.0,947.44,Credit Card,Completed,9474.38,1,2023,Yes
T73996,2023-01-13,C4449,Tablet,842.0,525.38,Credit Card,Completed,442369.34,1,2023,Yes
T73997,2023-01-13,C150,Coffee Machine,2.0,248.96,Cash,Completed,497.93,1,2023,No
T73998,2022-04-02,C2486,Coffee Machine,10.0,525.38,Credit Card,Failed,5253.79,4,2022,Yes
T73999,2023-01-13,C4137,Laptop,7.0,578.91,Credit Card,Failed,4052.39,1,2023,Yes
T74000,2023-01-13,C1623,Tablet,856.0,95.05,PayPal,Completed,81360.12,1,2023,Yes
T74001,2023-01-13,C2773,Smartphone,2.0,754.28,Credit Card,Unknown,1508.57,1,2023,Yes
T74002,2021-10-12,C2724,Tablet,7.0,54.03,PayPal,Pending,378.24,10,2021,No
T74003,2023-01-13,C362,Headphones,6.0,764.93,PayPal,Completed,4589.57,1,2023,Yes
T74004,2023-01-13,C2338,Coffee Machine,5.0,525.38,PayPal,Failed,2626.9,1,2023,Yes
T74006,2023-01-13,C1957,Headphones,453.0,965.16,Credit Card,Failed,437219.39,1,2023,Yes
T74007,2023-01-13,C566,Laptop,5.0,525.38,Credit Card,Pending,2626.9,1,2023,Yes
T74008,2023-01-13,C174,Tablet,3.0,402.73,PayPal,Completed,1208.18,1,2023,Yes
T74009,2023-01-13,C2182,Laptop,8.0,525.38,Credit Card,Completed,4203.03,1,2023,Yes
,2023-01-13,C1751,Smartphone,7.0,83.47,Credit Card,Completed,584.29,1,2023,No
T74011,2023-01-13,C198,Headphones,4.0,525.38,Cash,Unknown,2101.52,1,2023,Yes
T74012,2023-01-13,C1934,Tablet,2.0,200.84,PayPal,Pending,401.68,1,2023,No
T74013,2023-01-13,C4508,Headphones,7.0,115.31,PayPal,Completed,807.2,1,2023,No
T74014,2025-12-01,C593,Laptop,783.0,525.38,Credit Card,Failed,411371.97,12,2025,Yes
T74015,2023-01-13,C3196,Coffee Machine,3.0,570.37,Cash,Pending,1711.12,1,2023,Yes
,2023-01-13,C2187,Coffee Machine,980.0,147.08,PayPal,Completed,144139.14,1,2023,Yes
T74017,2023-01-13,C3962,Coffee Machine,6.0,525.38,Cash,Completed,3152.28,1,2023,Yes
T74018,2023-01-13,C3973,Tablet,10.0,831.61,Credit Card,Unknown,8316.08,1,2023,Yes
T74019,2023-01-13,C1444,Laptop,364.0,525.38,PayPal,Completed,191238.05,1,2023,Yes
T74020,2023-01-13,C009,Smartphone,386.0,549.37,PayPal,Pending,212056.92,1,2023,Yes
T74021,2020-07-12,C2008,Headphones,9.0,724.92,PayPal,Completed,6524.28,7,2020,Yes
T74022,2023-01-13,C2406,Smartphone,605.0,525.38,PayPal,Completed,317854.46,1,2023,Yes
T74023,2023-01-13,C4253,Headphones,3.0,399.06,PayPal,Failed,1197.17,1,2023,Yes
,2023-01-13,C1039,Headphones,387.0,525.38,PayPal,Unknown,203321.78,1,2023,Yes
,2023-01-13,C1486,Headphones,5.0,760.32,Credit Card,Completed,3801.6,1,2023,Yes
T74026,2023-01-13,C1197,Laptop,10.0,525.38,Credit Card,Completed,5253.79,1,2023,Yes
T74027,2023-01-13,C2625,Headphones,271.0,525.38,PayPal,Failed,142377.78,1,2023,Yes
T74028,2023-01-13,C2675,Coffee Machine,605.0,147.04,Cash,Completed,88961.1,1,2023,Yes
T74029,2023-01-13,C219,Table,1.0,127.24,PayPal,Failed,127.24,1,2023,No
T74030,2023-01-13,C489,Coffee Machine,6.0,186.76,Credit Card,Failed,1120.58,1,2023,Yes
T74031,2023-01-13,C1821,Smartphone,551.0,521.97,Credit Card,Completed,287606.17,1,2023,Yes
T74032,2022-05-06,C1711,Tablet,842.0,393.13,Cash,Completed,331016.61,5,2022,Yes
T74033,2023-01-13,C2517,Coffee Machine,542.0,62.05,Credit Card,Unknown,33630.81,1,2023,Yes
T74034,2023-01-13,C1698,Headphones,4.0,347.05,Cash,Completed,1388.19,1,2023,Yes
T74035,2023-01-13,C1132,Smartphone,2.0,731.61,PayPal,Completed,1463.22,1,2023,Yes
T74036,2023-01-13,C038,Headphones,5.0,525.38,Credit Card,Completed,2626.9,1,2023,Yes
T74037,2022-12-02,C1674,Laptop,538.0,758.16,PayPal,Completed,407891.85,12,2022,Yes
T74038,2023-01-13,C380,Laptop,5.0,85.08,PayPal,Pending,425.39,1,2023,No
T74039,2023-01-13,C1816,Smartphone,297.0,961.88,PayPal,Completed,285679.32,1,2023,Yes
T74040,2023-01-13,C3770,Headphones,9.0,687.16,Cash,Completed,6184.45,1,2023,Yes
T74041,2023-01-13,C1894,Coffee Machine,1.0,525.38,PayPal,Unknown,525.38,1,2023,No
T74042,2023-01-13,C1128,Headphones,9.0,737.26,PayPal,Completed,6635.37,1,2023,Yes
T74043,2023-01-13,C187,Tablet,6.0,580.96,Credit Card,Completed,3485.73,1,2023,Yes
T74044,2023-01-13,C1241,Laptop,4.0,178.0,Credit Card,Completed,712.01,1,2023,No
T74045,2023-01-13,C3541,Tablet,10.0,812.18,Credit Card,Completed,8121.83,1,2023,Yes
T74046,2024-02-02,C2612,Headphones,6.0,525.38,PayPal,Unknown,3152.28,2,2024,Yes
T74047,2023-01-13,C3244,Laptop,9.0,884.92,PayPal,Unknown,7964.29,1,2023,Yes
T74048,2023-01-13,C4216,Headphones,125.0,660.31,Credit Card,Pending,82538.93,1,2023,Yes
T74049,2020-01-02,C2571,Coffee Machine,9.0,457.12,Credit Card,Completed,4114.06,1,2020,Yes
T74050,2023-01-13,C2336,Laptop,7.0,792.86,PayPal,Unknown,5550.01,1,2023,Yes
T74051,2023-01-13,C3507,Tablet,693.0,458.96,PayPal,Failed,318058.71,1,2023,Yes
T74052,2023-01-13,C4051,Coffee Machine,10.0,525.38,Cash,Completed,5253.79,1,2023,Yes
T74054,2023-01-13,C1583,Coffee Machine,6.0,858.17,Credit Card,Pending,5148.99,1,2023,Yes
T74055,2023-01-13,C4562,Headphones,10.0,525.38,Credit Card,Unknown,5253.79,1,2023,Yes
T74056,2023-01-13,Unknown,Smartphone,8.0,525.38,PayPal,Completed,4203.03,1,2023,Yes
T74057,2022-12-09,C2456,Coffee Machine,4.0,525.38,PayPal,Failed,2101.52,12,2022,Yes
T74058,2023-01-13,C3323,Smartphone,1.0,268.51,Credit Card,Unknown,268.51,1,2023,No
T74059,2023-01-13,C4831,Coffee Machine,394.0,525.38,Credit Card,Completed,206999.43,1,2023,Yes
T74060,2023-01-13,C3049,Coffee Machine,360.0,525.38,PayPal,Pending,189136.54,1,2023,Yes
T74061,2023-01-13,C2998,Tablet,863.0,525.38,PayPal,Pending,453402.31,1,2023,Yes
T74062,2023-01-13,C3413,Tablet,5.0,525.38,PayPal,Completed,2626.9,1,2023,Yes
T74063,2023-01-13,C4891,Coffee Machine,4.0,525.38,PayPal,Completed,2101.52,1,2023,Yes
T74064,2023-01-13,C1742,Laptop,2.0,525.38,Credit Card,Failed,1050.76,1,2023,Yes
T74065,2023-01-13,C123,Headphones,205.0,796.52,Credit Card,Unknown,163285.72,1,2023,Yes
T74066,2023-01-13,C665,Smartphone,8.0,546.33,Credit Card,Failed,4370.65,1,2023,Yes
T74067,2020-07-07,C4742,Coffee Machine,8.0,744.64,Credit Card,Failed,5957.1,7,2020,Yes
T74068,2023-01-13,C4937,Headphones,412.0,766.65,PayPal,Completed,315857.8,1,2023,Yes
T74069,2023-01-13,C2824,Tablet,567.0,525.38,PayPal,Completed,297890.05,1,2023,Yes
T74070,2024-04-08,Unknown,Smartphone,9.0,661.05,Credit Card,Pending,5949.45,4,2024,Yes
T74071,2023-01-13,C1668,Coffee Ma,922.0,525.38,Cash,Completed,484399.69,1,2023,Yes
T74072,2024-12-03,C1386,Tablet,1.0,340.99,Credit Card,Completed,340.99,12,2024,No
T74073,2022-05-03,C658,Smartphone,679.0,525.38,Credit Card,Pending,356732.52,5,2022,Yes
T74074,2023-01-13,C2121,Tablet,5.0,187.9,Cash,Failed,939.51,1,2023,No
,2023-01-13,C3299,Smartphone,374.0,273.15,Credit Card,Completed,102156.82,1,2023,Yes
T74076,2023-01-13,C3998,Coffee Machine,3.0,750.21,Credit Card,Completed,2250.62,1,2023,Yes
T74077,2023-01-13,C1776,Smartphone,7.0,525.38,PayPal,Completed,3677.65,1,2023,Yes
T74078,2023-01-13,C391,Smartphone,9.0,791.52,PayPal,Pending,7123.72,1,2023,Yes
T74079,2023-01-13,C3616,Tablet,10.0,348.01,Credit Card,Failed,3480.1,1,2023,Yes
T74080,2023-01-13,C177,Tablet,9.0,880.49,Credit Card,Unknown,7924.38,1,2023,Yes
T74081,2023-01-13,C4034,Laptop,7.0,525.38,PayPal,Unknown,3677.65,1,2023,Yes
T74082,2023-01-13,C2889,Laptop,969.0,379.94,PayPal,Failed,368162.76,1,2023,Yes
T74083,2023-01-13,C2094,Headphones,10.0,525.38,PayPal,Unknown,5253.79,1,2023,Yes
T74084,2023-01-13,C2610,La,10.0,102.2,Credit Card,Completed,1022.04,1,2023,Yes
T74085,2023-01-13,C907,Laptop,8.0,846.61,Credit Card,Failed,6772.89,1,2023,Yes
T74086,2023-01-13,C4500,Tablet,492.0,525.38,PayPal,Pending,258486.6,1,2023,Yes
T74087,2023-01-13,C2431,Smartphon,8.0,639.49,Credit Card,Completed,5115.89,1,2023,Yes
T74088,2020-06-09,C4357,Smartphone,9.0,525.38,Cash,Completed,4728.41,6,2020,Yes
,2023-01-13,C3894,Tablet,524.0,525.38,Credit Card,Completed,275298.74,1,2023,Yes
T74090,2023-01-13,C284,Headphones,223.0,997.12,Credit Card,Completed,222357.35,1,2023,Yes
T74091,2023-01-13,C2806,Coffee Machine,197.0,525.38,Credit Card,Completed,103499.72,1,2023,Yes
T74092,2023-01-13,C3721,Tablet,993.0,715.73,Credit Card,Completed,710720.3,1,2023,Yes
,2023-01-13,C436,Smartphone,474.0,510.65,Credit Card,Completed,242048.1,1,2023,Yes
T74094,2023-01-13,C203,Headphones,5.0,756.52,PayPal,Pending,3782.59,1,2023,Yes
T74095,2023-01-13,C3219,Headphones,4.0,463.4,Credit Card,Failed,1853.6,1,2023,Yes
T74096,2023-01-13,C3113,Tablet,2.0,525.38,Credit Card,Failed,1050.76,1,2023,Yes
T74097,2023-01-13,C2655,Laptop,4.0,295.47,PayPal,Completed,1181.88,1,2023,Yes
T74098,2021-10-10,C3555,Headphones,5.0,525.38,PayPal,Pending,2626.9,10,2021,Yes
T74099,2020-11-08,C3274,Coffee Machine,789.0,602.27,PayPal,Completed,475191.03,11,2020,Yes
T74100,2023-01-13,C2239,Laptop,3.0,731.17,Credit Card,Pending,2193.5,1,2023,Yes
T74101,2023-01-13,C1604,Smartp,5.0,913.42,Cash,Failed,4567.09,1,2023,Yes
,2023-01-13,C3576,Smartphone,4.0,625.87,Credit Card,Completed,2503.48,1,2023,Yes
T74103,2023-02-07,C410,Coffee Mac,5.0,525.38,PayPal,Pending,2626.9,2,2023,Yes
T74104,2023-01-13,C052,Laptop,283.0,525.38,PayPal,Completed,148682.33,1,2023,Yes
T74105,2023-01-13,C694,Headphones,6.0,525.38,Credit Card,Completed,3152.28,1,2023,Yes
T74106,2023-01-13,C3543,Laptop,2.0,384.85,PayPal,Completed,769.7,1,2023,No
T74107,2023-01-13,C2330,Smartphone,10.0,887.61,Credit Card,Unknown,8876.09,1,2023,Yes
T74108,2023-01-13,C2957,Laptop,745.0,439.57,Credit Card,Completed,327479.65,1,2023,Yes
T74109,2023-01-13,C2947,Headphones,9.0,411.57,PayPal,Completed,3704.15,1,2023,Yes
T74110,2023-01-13,C776,Tablet,1.0,369.8,Credit Card,Completed,369.8,1,2023,No
T74111,2023-01-13,C917,Headphones,664.0,76.35,Credit Card,Failed,50695.87,1,2023,Yes
T74112,2023-01-13,C4116,Laptop,1.0,521.99,PayPal,Failed,521.99,1,2023,No
T74113,2023-01-13,C709,Coffee Machine,6.0,871.4,Credit Card,Completed,5228.4,1,2023,Yes
T74114,2023-01-13,C1065,Smartphone,5.0,161.49,PayPal,Completed,807.45,1,2023,No
T74115,2020-03-01,C4435,Laptop,10.0,135.23,Credit Card,Completed,1352.3,3,2020,Yes
T74116,2023-01-13,C882,Headphones,6.0,525.38,Credit Card,Completed,3152.28,1,2023,Yes
T74117,2023-01-13,C866,Headphones,5.0,675.36,Credit Card,Pending,3376.78,1,2023,Yes
T74118,2023-01-13,C4720,Smartphone,2.0,494.91,PayPal,Completed,989.83,1,2023,No
T74119,2023-01-13,C900,Headphones,2.0,525.38,Credit Card,Completed,1050.76,1,2023,Yes
T74120,2023-01-13,C2449,Smartphone,6.0,518.15,Credit Card,Failed,3108.91,1,2023,Yes
T74121,2023-01-13,C3484,Smartphone,3.0,602.41,Cash,Completed,1807.22,1,2023,Yes
T74122,2023-01-13,C2162,Coffee Machine,8.0,787.78,PayPal,Completed,6302.21,1,2023,Yes
T74123,2023-01-13,C400,Headphones,3.0,525.38,Credit Card,Unknown,1576.14,1,2023,Yes
T74124,2023-01-13,C4713,Coffee Machine,5.0,525.38,Credit Card,Unknown,2626.9,1,2023,Yes
T74125,2023-01-13,C2147,Laptop,547.0,872.24,PayPal,Completed,477117.68,1,2023,Yes
T74126,2023-01-13,C3785,Laptop,8.0,525.38,Credit Card,Unknown,4203.03,1,2023,Yes
T74127,2023-01-13,C3089,Laptop,842.0,373.28,Cash,Pending,314303.96,1,2023,Yes
T74128,2023-01-13,C4444,Tablet,9.0,525.38,PayPal,Unknown,4728.41,1,2023,Yes
T74129,2022-10-02,C1709,Laptop,9.0,63.28,PayPal,Pending,569.49,10,2022,No
T74130,2023-01-13,C3392,Smartphone,5.0,686.44,PayPal,Unknown,3432.21,1,2023,Yes
T74131,2023-01-13,C2290,Coffee Machine,5.0,525.38,PayPal,Failed,2626.9,1,2023,Yes
T74132,2023-01-13,C4595,Coffee Machine,8.0,661.36,Credit Card,Pending,5290.9,1,2023,Yes
T74133,2023-01-13,C3175,Headphones,7.0,55.24,PayPal,Failed,386.7,1,2023,No
T74134,2021-07-03,C094,Laptop,347.0,609.81,Credit Card,Pending,211602.41,7,2021,Yes
T74135,2023-01-13,C579,Coffee Machine,571.0,525.38,Credit Card,Pending,299991.56,1,2023,Yes
T74136,2023-01-13,C1465,Coffee Machine,749.0,73.96,PayPal,Failed,55399.49,1,2023,Yes
T74137,2024-09-05,C2787,Coffee Machine,140.0,525.38,Credit Card,Unknown,73553.1,9,2024,Yes
T74138,2020-01-01,C2910,Laptop,1.0,837.13,PayPal,Completed,837.13,1,2020,No
T74139,2023-01-13,C2372,Laptop,3.0,384.84,PayPal,Unknown,1154.52,1,2023,Yes
T74140,2023-01-13,C2919,Headphones,484.0,525.38,Credit Card,Unknown,254283.57,1,2023,Yes
T74141,2023-01-13,C3788,Tablet,10.0,168.63,Credit Card,Completed,1686.3,1,2023,Yes
T74142,2023-01-13,C1759,Smartphone,3.0,525.38,Credit Card,Unknown,1576.14,1,2023,Yes
T74143,2023-01-13,C4821,Smartphone,502.0,525.38,PayPal,Failed,263740.39,1,2023,Yes
T74144,2023-01-13,C144,Lapt,8.0,525.38,PayPal,Unknown,4203.03,1,2023,Yes
T74145,2023-01-13,C1093,Tablet,3.0,606.77,PayPal,Failed,1820.31,1,2023,Yes
T74146,2023-01-13,C3531,Smartphone,1.0,525.38,PayPal,Pending,525.38,1,2023,No
T74147,2023-01-13,C1642,Tablet,5.0,326.18,PayPal,Completed,1630.89,1,2023,Yes
,2023-01-13,C926,Smartphone,10.0,525.38,Credit Card,Completed,5253.79,1,2023,Yes
T74149,2023-01-13,C3675,Tablet,9.0,363.1,Credit Card,Failed,3267.89,1,2023,Yes
T74150,2023-01-13,C1968,Tablet,5.0,643.23,Credit Card,Completed,3216.13,1,2023,Yes
T74151,2023-01-13,C2293,Coffee Machine,922.0,174.41,Credit Card,Completed,160805.16,1,2023,Yes
T74152,2023-01-13,C4037,Headphones,6.0,922.59,Cash,Failed,5535.55,1,2023,Yes
T74153,2023-01-13,C1228,Coffee Machi,413.0,660.93,PayPal,Completed,272962.68,1,2023,Yes
T74154,2023-01-13,C4583,Tablet,10.0,525.38,PayPal,Unknown,5253.79,1,2023,Yes
T74155,2023-01-13,C2049,Headphones,145.0,525.38,Credit Card,Pending,76179.99,1,2023,Yes
T74156,2023-01-13,C4393,Headphones,788.0,525.38,Cash,Completed,413998.86,1,2023,Yes
T74157,2023-01-13,C1627,Laptop,10.0,128.07,Credit Card,Completed,1280.66,1,2023,Yes
T74158,2023-01-13,C1024,Headphones,7.0,696.32,Cash,Completed,4874.24,1,2023,Yes
,2021-05-08,Unknown,Laptop,5.0,854.42,PayPal,Completed,4272.08,5,2021,Yes
T74160,2023-01-13,C276,Coffee Machine,577.0,903.92,Cash,Completed,521559.83,1,2023,Yes
T74161,2023-01-13,C3097,Coffee Machine,9.0,579.16,Credit Card,Completed,5212.44,1,2023,Yes
T74162,2023-01-13,C2993,Tablet,6.0,525.38,Credit Card,Failed,3152.28,1,2023,Yes
T74163,2023-01-13,C3410,Headphones,980.0,385.62,Cash,Completed,377904.25,1,2023,Yes
T74164,2023-06-08,C312,Headphones,2.0,991.83,PayPal,Pending,1983.66,6,2023,Yes
T74165,2022-02-05,C3659,Table,102.0,248.22,Credit Card,Unknown,25318.59,2,2022,Yes
T74166,2023-01-13,C2200,Headphones,241.0,525.38,Credit Card,Failed,126616.4,1,2023,Yes
T74167,2023-01-13,C3942,Coffee Machine,7.0,319.7,Cash,Completed,2237.93,1,2023,Yes
,2024-05-08,C4587,Headphones,180.0,997.02,PayPal,Completed,179463.02,5,2024,Yes
T74169,2023-01-13,C2688,Laptop,9.0,268.75,PayPal,Failed,2418.76,1,2023,Yes
T74170,2023-01-13,C277,Tablet,2.0,196.37,Cash,Completed,392.75,1,2023,No
,2023-01-13,C986,Tabl,8.0,525.38,PayPal,Completed,4203.03,1,2023,Yes
T74172,2023-01-13,C361,Coffee Machine,197.0,525.38,Cash,Failed,103499.72,1,2023,Yes
T74173,2023-01-13,C276,Laptop,5.0,525.38,PayPal,Failed,2626.9,1,2023,Yes
T74174,2023-01-13,C555,Smartphone,8.0,256.51,Cash,Failed,2052.08,1,2023,Yes
T74175,2023-01-13,Unknown,Laptop,396.0,525.38,PayPal,Unknown,208050.19,1,2023,Yes
T74176,2023-01-13,C3459,Laptop,894.0,525.38,Credit Card,Failed,469689.07,1,2023,Yes
T74177,2023-01-13,C202,Headphones,8.0,841.02,PayPal,Failed,6728.16,1,2023,Yes
T74178,2023-01-13,C1461,Coffee Machine,447.0,772.8,Credit Card,Unknown,345439.76,1,2023,Yes
T74179,2023-01-13,C2893,Smartphone,5.0,555.91,PayPal,Failed,2779.53,1,2023,Yes
T74180,2023-01-13,C3550,Tablet,8.0,853.3,Credit Card,Pending,6826.37,1,2023,Yes
T74181,2023-01-13,Unknown,Headphones,6.0,317.45,PayPal,Completed,1904.7,1,2023,Yes
T74182,2023-01-13,C474,Tablet,2.0,183.18,Credit Card,Unknown,366.36,1,2023,No
,2023-01-13,C2275,Coffee Machine,824.0,687.23,Cash,Completed,566279.46,1,2023,Yes
T74184,2023-01-13,C215,Smartphone,6.0,525.38,PayPal,Failed,3152.28,1,2023,Yes
T74185,2023-01-13,C2374,Tablet,8.0,631.56,Credit Card,Failed,5052.48,1,2023,Yes
T74186,2023-01-13,C408,Laptop,812.0,525.38,Cash,Completed,426607.97,1,2023,Yes
T74187,2023-01-13,C1574,Coffee Machine,10.0,525.38,PayPal,Unknown,5253.79,1,2023,Yes
T74188,2020-02-08,C1736,Coffee Machine,8.0,686.84,PayPal,Unknown,5494.68,2,2020,Yes
T74189,2023-01-13,C1846,Headphones,4.0,821.36,Credit Card,Pending,3285.44,1,2023,Yes
T74190,2023-01-13,C1110,Tablet,10.0,525.38,PayPal,Unknown,5253.79,1,2023,Yes
T74191,2023-01-13,C2934,Tablet,3.0,632.95,Credit Card,Unknown,1898.84,1,2023,Yes
T74192,2023-01-13,C4375,Smartphone,291.0,525.38,Cash,Completed,152885.37,1,2023,Yes
T74193,2023-01-13,Unknown,Smartphone,590.0,553.04,Credit Card,Unknown,326295.83,1,2023,Yes
T74194,2023-01-13,C903,Smartphone,543.0,359.25,PayPal,Completed,195071.29,1,2023,Yes
T74195,2023-01-13,C1775,Laptop,9.0,842.54,Credit Card,Pending,7582.88,1,2023,Yes
T74196,2023-01-13,C307,Tablet,3.0,238.79,Credit Card,Unknown,716.38,1,2023,No
,2023-01-13,Unknown,Smartphone,6.0,525.38,Cash,Completed,3152.28,1,2023,Yes
T74199,2023-01-13,C1384,Laptop,314.0,713.21,PayPal,Completed,223948.36,1,2023,Yes
T74200,2023-01-13,C3281,Tablet,243.0,296.12,Credit Card,Completed,71957.42,1,2023,Yes
T74201,2022-11-07,C2939,Tablet,416.0,869.25,PayPal,Pending,361608.0,11,2022,Yes
T74202,2023-01-13,C2953,Headphones,7.0,971.66,Cash,Completed,6801.59,1,2023,Yes
T74203,2023-01-13,Unknown,Headphones,279.0,525.38,Credit Card,Unknown,146580.82,1,2023,Yes
T74204,2023-01-13,C3955,Coffee Machine,148.0,882.75,PayPal,Completed,130647.34,1,2023,Yes
T74205,2023-01-13,C2028,Tablet,285.0,525.38,Credit Card,Failed,149733.09,1,2023,Yes
